,club,league,age,BMI,nationality,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rw,rb,st,lw,cf,cam,cm,cdm,cb,lb,gk,y
6275,66,10,36.43835616438356,21.380992845590857,111,65,66,59,57,70,31,65,1,1,2,1,1,1,21,15,23,26,22,14,15,23,37,19,33,29,43,62,48,23,54,27,63,19,33,18,10,44,22,13,21,21,66,59,57,65,70,,,,,,,,,,,65.0,30.0
6276,112,3,31.764383561643836,22.913033070004445,29,66,73,65,59,71,29,65,1,3,3,2,1,1,65,65,35,63,47,71,62,48,45,67,76,70,81,63,82,73,83,68,67,67,51,34,63,58,51,35,23,15,9,12,8,15,8,67.0,47.0,63.0,67.0,66.0,65.0,58.0,47.0,41.0,47.0,,67.5
6277,507,28,35.54794520547945,22.53061224489796,5,73,72,58,67,69,69,70,1,2,3,2,1,2,71,45,59,72,70,67,73,33,63,70,70,73,73,74,74,72,57,85,65,70,67,69,71,65,36,69,71,73,1,1,1,1,1,68.0,72.0,65.0,68.0,67.0,68.0,69.0,70.0,68.0,72.0,,260.0
6278,494,30,23.95068493150685,22.675736961451246,75,76,59,53,58,69,37,63,1,2,4,1,1,1,45,65,66,66,58,70,58,44,53,72,66,54,62,69,62,44,70,67,70,35,40,30,67,64,42,32,38,36,10,12,10,13,11,64.0,50.0,63.0,64.0,65.0,65.0,61.0,51.0,48.0,50.0,,100.0
6279,104,28,33.00547945205479,23.057725694444443,5,63,33,25,36,29,63,79,1,2,3,1,1,1,20,11,66,45,13,18,58,64,35,42,32,33,34,46,33,67,48,71,91,16,68,59,27,26,32,63,64,62,16,13,12,15,13,29.0,52.0,38.0,29.0,32.0,31.0,39.0,54.0,62.0,52.0,,29.0
6280,392,25,23.312328767123287,22.53061224489796,142,75,73,32,58,55,61,58,1,3,3,2,1,2,68,20,57,70,38,49,59,36,52,59,73,73,61,61,74,41,57,61,59,42,51,58,48,37,40,62,62,63,14,7,14,7,7,54.0,64.0,49.0,54.0,51.0,53.0,55.0,60.0,60.0,64.0,,72.5
6281,581,22,23.827397260273973,21.85727788279773,154,87,74,50,73,77,69,76,2,2,3,1,2,1,64,39,59,82,46,76,62,37,76,80,73,74,78,75,68,66,58,84,71,56,82,76,54,78,52,60,75,72,11,14,5,11,11,69.0,73.0,63.0,69.0,68.0,72.0,75.0,76.0,71.0,73.0,,1200.0
6282,607,27,37.21643835616438,23.510204081632654,54,68,76,68,51,68,26,62,1,3,3,1,1,1,44,74,55,58,64,64,82,62,41,72,77,75,75,65,80,71,75,76,55,51,58,23,68,42,65,23,23,24,16,15,14,13,15,64.0,46.0,67.0,64.0,65.0,62.0,55.0,45.0,40.0,46.0,,57.5
6283,21,30,32.153424657534245,22.39541341933172,76,67,80,46,58,63,66,76,1,2,2,1,2,1,53,36,67,60,59,64,66,48,63,59,77,82,68,67,65,66,82,75,75,40,78,73,56,54,51,59,69,65,9,10,15,14,12,59.0,67.0,59.0,59.0,59.0,59.0,61.0,66.0,68.0,67.0,,62.5
6284,461,5,28.18082191780822,22.20408163265306,100,75,90,63,61,73,25,58,1,2,4,2,1,1,63,66,43,64,59,73,68,52,52,68,91,90,88,61,79,67,41,72,47,58,74,25,62,60,42,32,14,22,13,11,14,10,8,69.0,48.0,64.0,69.0,67.0,67.0,59.0,47.0,38.0,48.0,,140.0
6285,231,4,21.638356164383563,21.85727788279773,23,74,63,59,59,70,40,58,1,2,3,1,1,1,46,59,46,64,56,72,57,54,62,69,60,66,69,61,65,67,50,57,62,53,49,24,56,64,58,46,41,40,8,5,14,6,15,62.0,49.0,61.0,62.0,63.0,64.0,60.0,52.0,47.0,49.0,,72.5
6286,404,17,30.19178082191781,22.1606648199446,155,79,76,73,69,83,48,78,1,1,3,1,1,1,18,18,12,29,15,20,17,17,13,23,55,43,43,63,53,25,67,31,59,13,33,22,14,53,23,12,18,13,76,73,69,78,83,,,,,,,,,,,76.0,650.0
6287,446,18,30.96712328767123,23.299799895836188,65,61,54,30,44,45,61,68,1,2,4,1,1,2,55,32,51,48,24,43,48,24,51,47,52,56,53,50,36,43,71,63,74,12,59,64,37,24,32,57,65,62,7,6,14,15,12,43.0,57.0,44.0,43.0,41.0,41.0,45.0,56.0,60.0,57.0,,21.0
6288,492,34,32.40821917808219,23.547880690737834,90,68,62,58,70,71,56,70,1,2,3,1,1,2,70,61,57,72,57,70,61,72,71,72,62,62,78,66,68,56,61,82,66,57,69,45,68,67,40,58,59,59,16,11,9,10,11,68.0,63.0,64.0,68.0,66.0,68.0,68.0,64.0,60.0,63.0,,90.0
6289,233,27,37.21643835616438,23.14814814814815,54,67,72,66,52,63,27,68,1,3,3,1,1,1,47,69,63,54,61,62,54,46,44,64,68,75,64,57,62,67,65,70,71,56,57,26,73,59,67,20,24,23,16,13,21,14,9,62.0,44.0,66.0,62.0,64.0,61.0,55.0,44.0,42.0,44.0,,47.5
6290,354,4,32.92876712328767,25.218606946081522,132,75,41,76,66,67,28,71,2,3,3,1,1,1,60,77,83,71,79,68,60,64,61,73,38,44,52,70,46,78,70,54,90,71,46,26,80,70,67,12,29,18,6,14,9,7,12,67.0,43.0,74.0,67.0,70.0,69.0,65.0,49.0,45.0,43.0,,650.0
6291,87,3,30.523287671232875,21.929223431375238,100,68,65,60,58,67,33,63,1,1,2,1,1,1,8,20,11,34,14,21,10,12,38,25,30,36,28,63,32,23,41,37,64,12,39,22,13,45,14,12,13,12,65,60,58,63,67,,,,,,,,,,,64.0,40.0
6292,7,4,31.104109589041094,23.124060585038734,103,73,65,34,54,52,72,74,1,2,4,0,1,1,36,24,76,66,19,44,52,68,68,58,62,67,62,68,58,46,72,69,78,43,70,72,30,37,52,70,75,68,14,7,14,8,6,48.0,66.0,49.0,48.0,48.0,51.0,57.0,68.0,72.0,66.0,,340.0
6293,47,35,35.66027397260274,23.120623596247853,43,64,67,49,61,56,62,65,1,2,3,2,2,1,68,42,53,59,29,52,67,46,59,59,71,64,54,63,67,56,63,65,66,66,62,60,39,60,51,63,65,65,10,13,10,7,11,57.0,63.0,53.0,57.0,55.0,56.0,58.0,62.0,62.0,63.0,,30.0
6294,342,8,23.723287671232878,25.01352082206598,147,72,65,43,51,64,58,62,1,2,3,1,2,1,46,39,48,63,43,63,40,44,59,62,64,66,72,54,79,54,51,67,68,43,43,62,39,32,45,57,60,54,11,12,13,7,12,54.0,58.0,52.0,54.0,52.0,53.0,55.0,59.0,57.0,58.0,,32.5
6295,32,15,31.34794520547945,23.7021620996647,164,64,52,53,62,56,59,77,1,2,2,0,2,1,56,46,61,67,54,55,52,59,67,61,49,54,46,55,49,68,58,65,82,54,83,63,45,58,49,55,62,48,16,14,14,12,15,55.0,58.0,56.0,55.0,55.0,57.0,60.0,63.0,63.0,58.0,,37.5
6296,453,27,29.21095890410959,23.09540900720951,54,70,72,52,66,66,69,63,1,2,3,1,1,1,77,51,65,67,54,67,41,42,61,62,71,73,72,67,71,53,66,65,64,52,57,66,51,67,62,71,71,71,12,8,13,7,9,64.0,69.0,60.0,64.0,62.0,63.0,64.0,66.0,67.0,69.0,,150.0
6297,389,40,30.66849315068493,25.762980578676178,65,78,69,70,77,75,66,76,1,3,3,1,1,1,73,69,50,79,65,74,71,71,79,78,67,70,71,70,73,71,72,78,76,72,75,70,73,80,71,61,72,66,11,8,12,11,12,74.0,70.0,70.0,74.0,73.0,75.0,76.0,74.0,68.0,70.0,,1050.0
6298,549,14,25.052054794520547,23.589835468362747,146,72,62,57,50,60,28,56,1,3,3,1,1,1,42,62,56,58,55,57,48,40,43,62,62,62,65,60,61,50,67,53,65,52,36,22,63,50,63,23,28,25,9,13,9,8,14,58.0,42.0,59.0,58.0,59.0,58.0,52.0,42.0,40.0,42.0,,37.5
6299,377,20,24.7013698630137,21.847008520333322,90,78,69,49,60,63,65,71,1,2,3,1,1,2,64,52,59,63,40,61,55,39,58,63,68,70,66,65,67,50,71,62,77,44,66,70,55,59,41,63,65,67,8,11,8,16,8,61.0,65.0,59.0,61.0,59.0,60.0,61.0,65.0,66.0,65.0,,100.0
6300,61,30,26.16986301369863,21.469150482230148,75,74,64,53,62,68,66,63,1,3,4,1,2,1,39,44,46,70,55,67,57,52,70,70,62,66,67,60,77,67,67,65,58,55,70,68,60,69,64,66,70,65,7,14,9,9,11,61.0,63.0,58.0,61.0,63.0,65.0,67.0,68.0,64.0,63.0,,120.0
6301,455,37,31.528767123287672,22.616699539776462,96,70,32,35,40,37,70,76,1,2,2,1,1,1,27,21,79,41,29,31,28,49,64,48,31,33,30,62,29,66,30,57,91,41,72,72,25,33,35,67,71,59,14,8,10,8,12,35.0,55.0,45.0,35.0,39.0,38.0,48.0,61.0,67.0,55.0,,87.5
6302,407,14,27.183561643835617,22.83500982772575,54,69,66,27,34,37,64,65,1,2,2,2,1,2,23,18,56,43,32,37,25,31,29,33,62,70,36,54,47,43,74,60,69,27,58,62,30,34,40,64,68,66,10,12,16,15,10,38.0,56.0,40.0,38.0,38.0,37.0,40.0,53.0,62.0,56.0,,42.5
6303,28,25,26.13972602739726,21.266540642722116,1,77,67,39,60,63,74,63,1,2,3,2,1,1,53,36,75,73,31,58,30,60,62,72,68,67,64,60,67,42,72,61,62,44,65,76,39,50,50,71,74,76,10,15,10,14,6,57.0,69.0,54.0,57.0,56.0,59.0,62.0,69.0,71.0,69.0,,350.0
6304,484,5,28.610958904109587,23.9590942293645,100,76,82,67,59,69,25,77,1,2,3,2,2,1,51,71,65,66,70,68,54,47,45,69,84,81,69,80,58,67,80,84,75,56,74,30,72,70,65,15,21,14,9,8,8,10,12,70.0,49.0,71.0,70.0,71.0,69.0,63.0,50.0,44.0,49.0,,410.0
6305,485,9,33.07123287671233,22.448015122873347,1,78,56,59,75,70,70,75,2,2,3,1,1,2,61,58,65,81,51,65,79,70,80,79,65,48,69,76,60,61,68,89,68,62,77,80,70,76,51,59,77,65,10,15,8,14,10,68.0,71.0,66.0,68.0,69.0,72.0,77.0,77.0,71.0,71.0,,800.0
6306,130,34,24.027397260273972,22.491349480968857,90,71,69,56,56,63,30,47,1,3,3,1,1,1,60,57,47,58,56,64,53,59,52,62,70,68,65,46,77,62,49,54,39,46,58,20,54,52,58,25,34,34,7,15,9,7,8,59.0,45.0,56.0,59.0,58.0,57.0,52.0,43.0,38.0,45.0,,28.0
6307,600,7,31.53150684931507,23.16337327347079,54,79,50,55,56,56,77,83,1,2,3,1,1,2,56,50,80,68,48,52,37,43,62,59,54,47,59,70,52,67,76,75,85,60,90,77,46,39,51,77,78,72,10,9,7,13,12,55.0,69.0,60.0,55.0,56.0,55.0,61.0,71.0,77.0,69.0,,1000.0
6308,259,25,28.279452054794522,22.857142857142858,1,74,81,53,64,67,60,69,1,3,3,2,1,2,70,49,52,68,48,63,63,58,63,70,79,82,74,66,74,57,70,86,63,56,62,64,49,54,61,61,59,60,10,15,10,7,7,64.0,67.0,59.0,64.0,62.0,63.0,64.0,65.0,62.0,67.0,,100.0
6309,638,22,29.024657534246575,21.4263850627487,106,71,43,70,43,56,30,72,1,2,3,1,0,1,28,71,76,53,72,58,45,34,35,57,55,33,46,70,37,74,39,54,82,64,79,21,74,46,61,25,28,22,16,10,11,10,15,56.0,39.0,67.0,56.0,61.0,57.0,51.0,43.0,45.0,39.0,,110.0
6310,595,41,34.38630136986301,22.634676324128566,111,75,43,71,79,66,70,71,2,3,5,0,1,1,76,60,72,81,79,64,68,74,79,82,34,50,33,73,44,89,56,39,87,75,77,74,63,80,72,70,68,66,10,7,11,9,11,67.0,66.0,70.0,67.0,69.0,71.0,74.0,74.0,73.0,66.0,,600.0
6311,340,34,35.967123287671235,24.307243558580456,101,73,54,46,62,61,73,83,1,2,3,2,1,1,67,42,62,68,34,60,59,34,53,63,56,53,54,72,64,63,70,91,82,35,78,74,62,60,52,75,74,69,15,13,15,14,16,59.0,70.0,59.0,59.0,59.0,59.0,64.0,71.0,72.0,70.0,,230.0
6312,402,29,26.85753424657534,23.765432098765434,155,64,64,58,42,57,22,53,1,2,3,1,1,1,33,60,64,48,52,55,45,40,38,60,65,63,57,56,64,61,65,61,58,51,26,15,54,44,56,18,16,20,10,8,12,10,11,54.0,38.0,58.0,54.0,56.0,53.0,47.0,36.0,34.0,38.0,,21.0
6313,65,26,33.21369863013699,21.707923392038094,64,72,76,54,73,77,46,47,1,4,4,1,1,1,74,62,46,76,62,76,74,75,63,77,78,75,83,63,91,39,54,64,38,41,46,42,62,75,72,48,51,32,10,13,8,10,9,71.0,57.0,61.0,71.0,68.0,71.0,67.0,58.0,49.0,57.0,,300.0
6314,156,27,33.21369863013699,22.857142857142858,54,71,76,59,63,69,67,67,1,3,3,1,1,2,71,48,50,67,64,66,58,60,51,69,78,74,81,71,77,75,69,76,64,68,64,73,63,59,55,66,68,72,14,11,11,11,11,67.0,70.0,63.0,67.0,65.0,65.0,65.0,67.0,67.0,70.0,,180.0
6315,337,7,21.715068493150685,23.20054323223178,119,83,63,58,63,64,49,61,1,1,3,1,1,1,18,14,22,37,16,19,23,22,32,22,51,48,53,62,54,26,71,27,61,18,28,13,9,38,37,15,21,18,63,58,63,61,64,,,,,,,,,,,63.0,60.0
6316,174,12,28.336986301369862,22.819404547773093,148,66,59,65,65,64,47,66,1,1,1,1,1,1,18,18,14,31,17,21,13,20,31,20,44,49,52,56,50,24,62,39,62,21,25,24,15,49,22,20,21,16,59,65,65,66,64,,,,,,,,,,,64.0,40.0
6317,511,39,31.4027397260274,20.93707559981892,49,72,73,72,63,74,28,70,1,1,3,1,1,1,10,18,13,25,17,11,12,14,15,18,33,23,36,68,35,20,41,26,64,16,16,21,18,57,16,17,10,12,73,72,63,70,74,,,,,,,,,,,72.0,210.0
6318,71,25,29.884931506849316,21.604938271604937,1,72,51,37,61,55,68,72,1,2,3,1,1,2,50,38,56,70,23,45,50,34,67,67,51,51,59,73,54,42,73,77,73,31,61,70,43,63,36,66,73,68,13,7,12,11,13,54.0,66.0,51.0,54.0,54.0,57.0,64.0,69.0,68.0,66.0,,180.0
6319,415,32,29.931506849315067,22.642192971863302,132,61,74,44,51,62,52,61,1,2,3,2,1,1,51,41,47,60,32,62,21,45,55,64,76,72,63,56,61,61,62,70,63,32,42,53,61,42,54,55,50,54,13,9,7,9,10,58.0,58.0,56.0,58.0,57.0,56.0,56.0,56.0,54.0,58.0,,24.0
6320,175,14,32.07671232876712,21.877551020408163,146,67,85,50,67,67,57,75,1,3,3,2,1,1,72,40,53,66,38,64,70,65,58,64,82,88,81,67,81,69,79,86,72,48,66,60,64,68,60,55,59,57,13,13,14,11,8,66.0,66.0,61.0,66.0,64.0,64.0,64.0,63.0,62.0,66.0,,60.0
6321,639,10,22.45205479452055,23.040020199469765,57,64,56,50,39,45,31,61,1,3,3,1,1,1,21,51,52,49,42,39,40,25,38,43,64,49,68,47,63,52,67,58,63,50,60,23,46,43,54,25,37,29,5,5,7,6,12,45.0,38.0,49.0,45.0,47.0,46.0,44.0,40.0,41.0,38.0,,6.0
6322,135,15,36.0986301369863,23.529411764705884,155,69,76,53,62,70,66,71,1,2,3,2,1,1,69,43,53,61,40,71,55,45,57,66,74,78,78,64,74,66,70,82,64,65,73,69,62,64,56,66,68,67,15,6,11,14,7,65.0,68.0,60.0,65.0,64.0,64.0,64.0,66.0,66.0,68.0,,57.5
6323,31,21,34.16438356164384,23.03875236294896,163,70,92,62,62,69,25,67,1,3,3,2,1,1,64,65,55,66,57,71,64,62,44,65,91,92,77,63,69,65,65,71,67,54,64,24,67,64,55,18,23,25,6,9,16,11,7,69.0,49.0,67.0,69.0,68.0,67.0,58.0,46.0,42.0,49.0,,170.0
6324,245,40,30.356164383561644,23.24598478444632,155,83,78,68,80,81,66,68,2,4,4,2,2,1,78,63,60,83,74,82,78,72,76,83,78,78,79,78,75,67,66,79,64,74,66,72,76,81,72,64,66,70,4,5,3,4,8,78.0,74.0,72.0,78.0,77.0,79.0,79.0,74.0,68.0,74.0,,1800.0
6325,97,38,30.75890410958904,23.37472607742878,163,77,75,77,68,66,53,82,2,2,4,1,2,1,78,78,71,71,74,68,54,52,54,64,69,79,62,76,60,81,82,87,81,76,79,50,77,70,50,46,56,48,14,14,13,15,11,72.0,64.0,75.0,72.0,72.0,70.0,68.0,63.0,62.0,64.0,,900.0
6326,480,7,38.868493150684934,23.766410140334994,102,75,77,74,63,74,33,76,1,1,2,1,1,1,13,13,11,23,19,16,14,13,22,16,36,31,48,70,38,19,74,41,67,11,35,21,11,30,24,13,12,10,77,74,63,76,74,,,,,,,,,,,75.0,270.0
6327,42,35,25.2986301369863,23.510204081632654,43,72,74,64,56,64,28,59,1,3,4,2,0,1,55,68,63,58,62,63,59,48,52,63,73,75,75,60,67,62,73,63,57,56,55,25,66,59,58,23,25,27,15,12,9,14,12,64.0,46.0,64.0,64.0,64.0,62.0,56.0,45.0,41.0,46.0,,77.5
6328,310,29,23.19178082191781,22.857142857142858,155,75,74,54,58,62,43,54,1,3,3,1,1,1,50,55,59,63,44,62,46,44,64,56,72,76,74,55,78,60,55,54,52,49,57,44,58,61,53,34,43,48,9,7,11,11,13,60.0,52.0,58.0,60.0,60.0,60.0,58.0,52.0,49.0,52.0,,55.0
6329,139,35,28.24931506849315,23.09540900720951,64,81,66,77,59,70,34,79,2,3,3,1,1,1,49,79,77,65,69,68,59,59,59,75,68,64,62,74,79,78,79,69,88,70,67,37,78,58,86,27,30,19,13,8,9,10,15,68.0,49.0,75.0,68.0,72.0,69.0,64.0,53.0,50.0,49.0,,1050.0
6330,446,18,24.19178082191781,20.761245674740483,65,77,70,58,58,68,31,55,1,3,4,1,1,1,47,59,27,63,59,70,59,45,59,65,74,66,76,48,79,52,62,70,55,65,36,30,55,64,50,32,36,20,7,9,8,15,10,62.0,45.0,56.0,62.0,61.0,63.0,59.0,48.0,39.0,45.0,,87.5
6331,281,34,29.602739726027398,24.755464315903875,90,79,76,77,67,73,26,76,2,3,3,1,1,1,68,77,73,73,76,73,41,73,55,73,74,78,71,69,72,82,72,75,79,74,70,23,74,68,71,20,20,24,10,14,10,8,11,73.0,50.0,75.0,73.0,74.0,72.0,65.0,50.0,45.0,50.0,,1000.0
6332,327,6,27.92054794520548,22.12973972783723,164,77,75,65,69,74,43,63,1,3,4,2,2,2,63,67,42,75,48,73,69,45,66,74,75,75,79,65,74,64,42,85,56,65,60,41,69,72,58,42,46,42,15,10,8,8,13,71.0,58.0,66.0,71.0,70.0,72.0,69.0,59.0,50.0,58.0,,500.0
6333,89,16,27.92054794520548,22.53061224489796,100,62,63,31,48,58,51,59,1,2,3,1,1,1,48,29,39,54,27,57,32,27,47,55,66,60,63,54,73,31,61,69,58,33,46,46,48,48,33,53,54,53,6,5,15,10,10,51.0,54.0,45.0,51.0,49.0,51.0,51.0,53.0,51.0,54.0,,10.0
6334,74,23,26.73972602739726,21.672110130948383,54,79,78,69,65,77,44,65,1,4,5,2,2,1,68,67,32,63,62,79,72,68,57,75,79,78,83,69,71,74,71,80,58,72,62,46,70,68,63,37,52,49,14,16,8,10,11,72.0,59.0,67.0,72.0,71.0,71.0,67.0,58.0,52.0,59.0,,550.0
6335,513,16,24.791780821917808,24.720578566732414,25,66,53,21,31,28,54,74,1,2,2,0,1,1,28,15,58,36,13,20,17,23,30,32,50,55,44,49,34,34,68,61,88,22,55,51,20,32,26,50,59,53,6,14,13,15,10,31.0,49.0,35.0,31.0,31.0,31.0,36.0,47.0,56.0,49.0,,14.0
6336,594,26,33.21369863013699,24.37673130193906,64,76,76,77,77,74,52,76,1,1,3,1,1,1,33,22,45,39,22,25,21,30,40,23,55,50,60,68,47,34,69,43,78,25,40,25,11,64,40,32,20,25,76,77,77,76,74,,,,,,,,,,,76.0,500.0
6337,287,36,29.986301369863014,22.87740570219337,12,67,90,59,57,68,37,66,1,3,3,2,0,1,64,58,64,62,62,70,59,59,48,65,90,90,73,59,65,61,52,55,72,58,67,56,60,49,61,25,28,31,6,15,9,9,12,66.0,53.0,65.0,66.0,64.0,63.0,56.0,51.0,49.0,53.0,,75.0
6338,478,38,30.956164383561642,23.449340844748207,163,84,82,82,64,84,49,81,2,1,3,1,1,1,14,11,16,30,11,19,12,11,25,17,47,51,45,81,43,21,73,39,69,13,32,21,10,41,22,10,18,14,82,82,64,81,84,,,,,,,,,,,82.0,1800.0
6339,32,15,35.07671232876712,24.12214577451276,149,69,70,59,63,73,44,69,1,1,2,1,1,1,15,17,12,32,14,18,10,15,33,19,43,45,51,68,58,23,78,30,70,12,39,15,12,50,20,17,20,12,70,59,63,69,73,,,,,,,,,,,69.0,65.0
6340,244,23,29.224657534246575,26.72992749507167,28,78,73,76,64,72,32,69,1,3,2,2,1,2,66,78,61,68,75,71,61,63,53,72,73,73,73,71,78,77,74,55,74,71,72,27,76,62,67,25,31,36,9,8,12,13,7,71.0,51.0,73.0,71.0,72.0,70.0,62.0,51.0,48.0,51.0,,750.0
6341,117,37,37.134246575342466,23.529411764705884,155,63,67,59,63,62,30,62,1,3,3,1,1,1,65,55,57,64,55,58,70,66,63,66,67,67,65,60,69,62,64,59,65,64,60,34,60,58,57,25,27,22,10,9,7,8,11,62.0,47.0,61.0,62.0,61.0,62.0,59.0,49.0,43.0,47.0,,22.0
6342,480,7,26.65205479452055,23.939480992052093,54,75,72,35,57,72,69,70,1,2,2,2,1,2,69,34,54,68,28,72,35,41,51,73,75,69,66,76,69,35,60,69,73,30,68,71,63,40,48,69,72,73,9,14,6,13,14,63.0,71.0,57.0,63.0,60.0,61.0,62.0,68.0,69.0,71.0,,330.0
6343,54,40,35.087671232876716,26.061679307694877,51,77,74,74,69,78,47,75,2,3,4,2,2,1,66,74,74,76,76,77,53,50,66,78,76,73,83,84,71,77,91,79,69,68,80,45,82,69,74,35,55,34,10,6,14,6,6,76.0,61.0,76.0,76.0,77.0,76.0,72.0,63.0,59.0,61.0,,800.0
6344,559,34,34.06301369863014,21.67880679847381,90,71,38,44,64,65,72,71,1,2,3,1,1,1,54,30,66,70,30,64,65,59,64,71,40,37,52,66,55,59,72,72,72,58,68,72,56,66,62,72,73,73,6,7,9,11,15,57.0,66.0,55.0,57.0,58.0,61.0,66.0,70.0,70.0,66.0,,180.0
6345,332,11,23.7013698630137,22.22222222222222,29,66,61,44,55,51,35,52,1,2,3,2,1,1,39,46,43,66,36,46,46,44,59,54,62,60,61,50,67,53,59,54,56,33,40,23,47,52,43,34,38,40,9,11,7,8,5,51.0,45.0,50.0,51.0,51.0,53.0,52.0,46.0,42.0,45.0,,11.0
6346,51,25,26.923287671232877,22.093170054286077,1,78,77,64,66,74,33,53,1,4,3,1,2,1,69,64,38,68,54,77,65,58,65,70,75,78,74,61,74,64,60,59,49,67,52,30,65,60,57,28,37,35,8,14,11,14,6,69.0,51.0,63.0,69.0,67.0,68.0,63.0,51.0,43.0,51.0,,260.0
6347,508,11,27.024657534246575,23.781212841854934,133,70,81,40,53,66,57,65,1,3,3,2,1,1,64,41,47,57,33,63,52,41,52,65,80,81,81,57,81,43,71,77,56,33,70,57,54,38,40,55,62,59,14,13,13,14,9,60.0,63.0,53.0,60.0,56.0,56.0,55.0,59.0,59.0,63.0,,52.5
6348,35,34,34.983561643835614,24.212293388429753,90,76,81,49,68,66,74,78,2,2,3,2,1,2,77,44,66,73,56,64,53,50,65,69,77,84,66,68,72,50,67,91,73,58,75,73,34,59,66,75,76,72,12,13,10,14,16,64.0,75.0,58.0,64.0,60.0,63.0,66.0,73.0,73.0,75.0,,500.0
6349,38,16,30.926027397260274,23.765432098765434,100,69,59,32,52,53,66,73,1,2,3,1,1,1,48,25,58,58,28,47,42,22,57,56,60,59,64,55,61,44,88,65,71,27,82,62,38,53,56,71,66,68,15,7,8,7,8,49.0,61.0,46.0,49.0,47.0,50.0,54.0,63.0,66.0,61.0,,75.0
6350,171,8,35.18082191780822,20.015495867768596,147,71,71,46,57,59,72,77,1,2,2,1,2,1,40,37,69,71,36,53,35,37,66,65,69,73,67,65,63,68,81,75,76,48,82,74,39,53,46,72,71,74,14,9,14,15,12,56.0,68.0,57.0,56.0,57.0,58.0,62.0,70.0,73.0,68.0,,160.0
6351,644,10,23.69041095890411,27.68166089965398,111,72,69,59,40,59,24,70,1,3,3,1,1,1,31,63,58,42,50,59,42,30,35,62,68,69,51,44,76,58,65,62,78,51,60,20,56,51,62,16,24,24,14,13,7,11,12,55.0,39.0,59.0,55.0,57.0,54.0,47.0,39.0,39.0,39.0,,37.5
6352,271,35,28.413698630136988,21.106877552698666,43,66,57,61,58,64,32,49,1,1,1,1,1,1,10,17,14,30,13,8,10,9,38,16,44,23,49,53,39,24,68,33,57,16,42,25,12,14,24,13,13,12,57,61,58,49,64,,,,,,,,,,,58.0,14.0
6353,641,15,27.85753424657534,24.933720489837143,149,66,75,58,45,54,28,67,1,3,3,2,0,1,33,54,60,50,51,51,44,47,41,54,69,79,65,54,69,65,71,73,66,60,60,32,55,49,64,22,21,22,12,9,15,15,6,54.0,43.0,58.0,54.0,56.0,54.0,49.0,42.0,41.0,43.0,,22.0
6354,455,37,28.235616438356164,22.879684418145956,96,63,53,54,55,48,47,70,1,1,3,1,1,1,15,16,14,24,11,17,16,14,25,25,44,49,38,55,22,20,52,38,73,12,21,23,11,23,22,14,11,16,53,54,55,70,48,,,,,,,,,,,57.0,10.0
6355,537,31,27.635616438356163,21.91358024691358,111,75,80,67,66,70,25,64,1,3,3,2,1,2,66,68,48,67,48,70,64,65,65,72,77,83,73,56,62,72,68,67,65,68,58,17,66,65,57,27,23,19,9,11,7,16,13,69.0,46.0,66.0,69.0,68.0,68.0,62.0,48.0,40.0,46.0,,140.0
6356,257,38,40.45753424657534,24.478857996856398,132,71,67,72,67,72,31,73,1,1,3,1,1,1,13,19,12,28,9,12,15,15,25,24,28,34,31,64,39,22,64,31,79,13,37,22,15,38,14,11,12,13,67,72,67,73,72,,,,,,,,,,,71.0,32.5
6357,489,37,34.31232876712329,22.587833094227893,155,73,68,64,74,73,32,69,1,3,3,1,0,2,72,60,48,76,55,73,76,75,75,74,67,68,77,74,60,70,50,69,70,65,72,29,71,71,65,27,33,30,9,15,16,8,15,71.0,52.0,67.0,71.0,70.0,72.0,69.0,56.0,46.0,52.0,,380.0
6358,375,32,25.202739726027396,22.839506172839506,27,79,71,66,45,67,19,56,1,3,3,2,1,1,35,70,70,51,66,68,59,37,35,65,74,69,73,53,69,66,80,66,59,59,28,14,71,48,60,15,12,11,3,9,5,7,3,62.0,38.0,66.0,62.0,64.0,60.0,51.0,36.0,34.0,38.0,,140.0
6359,297,34,32.56438356164384,22.34029706557179,80,65,71,61,57,67,27,70,1,2,3,1,1,1,61,65,74,65,55,66,52,37,44,67,74,69,72,56,68,60,73,69,75,53,59,17,62,57,62,22,26,20,11,11,9,11,11,64.0,46.0,65.0,64.0,64.0,63.0,56.0,45.0,43.0,46.0,,55.0
6360,381,37,25.416438356164385,20.897959183673468,96,63,69,42,49,61,28,40,1,3,3,1,1,1,53,41,35,51,44,63,40,34,44,55,71,68,73,39,80,47,58,51,36,37,34,23,42,53,49,27,28,31,14,10,13,14,13,54.0,41.0,47.0,54.0,51.0,52.0,47.0,39.0,34.0,41.0,,13.0
